Primary Cell Line Name,Compound,ActArea
Hs 578T,PF2341066,0.4021
Hs 683,PF2341066,1.0135
Hs 695T,PF2341066,0.4068
Hs 729,PF2341066,0.7401
Hs 739.T,PF2341066,1.0025
Hs 746T,PF2341066,3.4785
Hs 766T,PF2341066,0.846
Hs 840.T,PF2341066,1.2078
Hs 852.T,PF2341066,0.9536
Hs 895.T,PF2341066,0.7383
Hs 936.T,PF2341066,0.2561
Hs 939.T,PF2341066,0.1208
Hs 944.T,PF2341066,0.71
HSC-2,PF2341066,0.03532
HT,PF2341066,1.4918
HT-1080,PF2341066,0.8244
HT-1197,PF2341066,0.2529
HT-1376,PF2341066,0.765
HT-144,PF2341066,0.6186
HT-29,PF2341066,0.5708
HuCCT1,PF2341066,0.544
huH-1,PF2341066,0.4129
HUP-T3,PF2341066,0.391
HUP-T4,PF2341066,1.6044
HuT 78,PF2341066,1.9154
IA-LM,PF2341066,0.5516
IGR-37,PF2341066,1.0685
IGR-39,PF2341066,0.6601
IGROV1,PF2341066,0.1002
IM95,PF2341066,1.8964
IMR-32,PF2341066,1.4072
IPC-298,PF2341066,0.1298
Ishikawa (Heraklio) 02 ER-,PF2341066,0.9138
IST-MES1,PF2341066,0.711
IST-MES2,PF2341066,0.8679
J82,PF2341066,0.2938
JHH-2,PF2341066,0.4645
JHH-4,PF2341066,0.4427
JHH-5,PF2341066,0.3285
JHH-6,PF2341066,0.1223
JHH-7,PF2341066,0.7837
JHOS-2,PF2341066,0.3298
JHOS-4,PF2341066,0.7615
JHUEM-2,PF2341066,1.1936
JM1,PF2341066,0
JMSU-1,PF2341066,0.7331
JURKAT,PF2341066,2.0558
JVM-3,PF2341066,1.5846
K029AX,PF2341066,0.5345
KALS-1,PF2341066,0.7377
KARPAS-299,PF2341066,1.2033
KARPAS-422,PF2341066,0.719
KARPAS-620,PF2341066,0.6391
KASUMI-2,PF2341066,0.7177
KCI-MOH1,PF2341066,1.1086
KCL-22,PF2341066,2.7737
KE-39,PF2341066,0.3858
KE-97,PF2341066,0.7684
KELLY,PF2341066,0.7127
KG-1,PF2341066,1.0949
KHM-1B,PF2341066,1.9573
KLE,PF2341066,0.7625
KMBC-2,PF2341066,0.113
KMM-1,PF2341066,0.9584
KMRC-1,PF2341066,0.4754
KMRC-2,PF2341066,0.9416
KMS-11,PF2341066,1.1346
KMS-12-BM,PF2341066,0.4616
KMS-26,PF2341066,1.5335
KMS-34,PF2341066,1.6563
KNS-42,PF2341066,0.4066
KNS-60,PF2341066,0.3137
KNS-62,PF2341066,0.208
KNS-81,PF2341066,0.3542
KO52,PF2341066,1.7782
KP-1N,PF2341066,0.3969
KP-1NL,PF2341066,0.5324
KP-2,PF2341066,0.393
KP-3,PF2341066,0.4304
KP4,PF2341066,1.9426
KP-N-SI9s,PF2341066,1.823
KU812,PF2341066,1.7159
KURAMOCHI,PF2341066,1.3399
KYM-1,PF2341066,0.6022
KYSE-140,PF2341066,0.385
KYSE-150,PF2341066,0.267
KYSE-180,PF2341066,1.0874
KYSE-30,PF2341066,0.5526
KYSE-410,PF2341066,0.6978
KYSE-450,PF2341066,0.3047
KYSE-510,PF2341066,0.1044
KYSE-520,PF2341066,0.2385
KYSE-70,PF2341066,0.6366
L3.3,PF2341066,0.4875
L-363,PF2341066,2.4015
L-428,PF2341066,0.7745
LC-1/sq-SF,PF2341066,0
LCLC-103H,PF2341066,0.06502
LN-18,PF2341066,1.6642
LN-229,PF2341066,0.8152
LOU-NH91,PF2341066,0.6149
LOX IMVI,PF2341066,0.6165
LP-1,PF2341066,2.432
LS123,PF2341066,0.7037
LS411N,PF2341066,0.3309
LS513,PF2341066,0.6926
LU99,PF2341066,1.2301
LUDLU-1,PF2341066,0.5817
M059J,PF2341066,0.2164
Malme-3M,PF2341066,0.5432
MB 157,PF2341066,0.6689
MC116,PF2341066,0.1444
MCAS,PF2341066,0.612
MCF7,PF2341066,0.502
MDA-MB-157,PF2341066,1.1257
MDA-MB-175-VII,PF2341066,0.6365
MDA-MB-415,PF2341066,0.652
MDA-MB-435S,PF2341066,0.926
MDA-MB-436,PF2341066,0.8252
MDA-MB-453,PF2341066,0.2967
MDA-MB-468,PF2341066,1.0025
MEC-1,PF2341066,1.1515
MEG-01,PF2341066,1.5732
MEL-HO,PF2341066,0.868
MES-SA,PF2341066,0.6468
MeWo,PF2341066,0.3369
MFE-280,PF2341066,0.46
MFE-296,PF2341066,0.5073
MFE-319,PF2341066,0.658
MG-63,PF2341066,0.4803
MHH-ES-1,PF2341066,1.7637
MIA PaCa-2,PF2341066,1.0965
Mino,PF2341066,1.1621
MJ,PF2341066,0.9347
MKN-45,PF2341066,3.6422
MKN7,PF2341066,0.5643
MKN74,PF2341066,0
MOG-G-CCM,PF2341066,0.2404
MOLP-8,PF2341066,1.1504
MOLT-16,PF2341066,1.8084
MONO-MAC-1,PF2341066,2.741
MOR/CPR,PF2341066,0.1384
MPP 89,PF2341066,0.9935
MSTO-211H,PF2341066,0.8487
NCI-H1048,PF2341066,0.7133
NCI-H1092,PF2341066,0.286
NCI-H1155,PF2341066,1.1355
NCI-H1184,PF2341066,0.3619
NCI-H1299,PF2341066,0.9098
NCI-H1339,PF2341066,1.0166
NCI-H1341,PF2341066,1.3442
NCI-H1355,PF2341066,1.1761
NCI-H1373,PF2341066,0.3264
NCI-H1563,PF2341066,0.6033
NCI-H1568,PF2341066,1.035
NCI-H1573,PF2341066,0.8412
NCI-H1581,PF2341066,0.6256
NCI-H1648,PF2341066,0.673
NCI-H1650,PF2341066,0.4561
NCI-H1651,PF2341066,0.7751
NCI-H1666,PF2341066,0.806
NCI-H1693,PF2341066,0.9907
NCI-H1694,PF2341066,0.3931
NCI-H1703,PF2341066,0.815
NCI-H1792,PF2341066,0.7983
NCI-H1793,PF2341066,0.04633
NCI-H1869,PF2341066,0.1219
NCI-H1915,PF2341066,0.2831
NCI-H1944,PF2341066,0
NCI-H1975,PF2341066,0.2606
NCI-H2009,PF2341066,0.5123
NCI-H2023,PF2341066,1.1931
NCI-H2030,PF2341066,0.4445
NCI-H2052,PF2341066,1.2299
NCI-H2085,PF2341066,0.7718
NCI-H2087,PF2341066,0.423
NCI-H211,PF2341066,0.6209
NCI-H2122,PF2341066,0.618
NCI-H2170,PF2341066,0.5128
NCI-H2172,PF2341066,0.4162
NCI-H2228,PF2341066,1.8879
NCI-H226,PF2341066,0.1941
NCI-H2286,PF2341066,2.2926
NCI-H23,PF2341066,1.136
NCI-H2444,PF2341066,0.2978
NCI-H2452,PF2341066,0.4166
NCI-H28,PF2341066,0.5851
NCI-H322,PF2341066,0.1449
NCI-H3255,PF2341066,1.2008
NCI-H358,PF2341066,0.8719
NCI-H441,PF2341066,0.455
NCI-H460,PF2341066,0.3076
NCI-H520,PF2341066,0.2855
NCI-H522,PF2341066,0.5612
NCI-H647,PF2341066,0
NCI-H650,PF2341066,0.389
NCI-H661,PF2341066,0.7048
NCI-H727,PF2341066,1.1206
NCI-H747,PF2341066,0.7988
NCI-H810,PF2341066,0.7947
NCI-N87,PF2341066,0.5961
NCO2,PF2341066,2.9461
NIH:OVCAR-3,PF2341066,0.5743
NUGC-3,PF2341066,0.4736
NUGC-4,PF2341066,1.7116
OC 314,PF2341066,0.2361
OC 315,PF2341066,0.5046
OC 316,PF2341066,0.164
OCI-AML2,PF2341066,1.0041
OCI-AML5,PF2341066,1.3689
OCI-LY10,PF2341066,0.2516
OCUM-1,PF2341066,0.9729
OE21,PF2341066,1.1686
OE33,PF2341066,2.6605
ONCO-DG-1,PF2341066,0.4426
ONS-76,PF2341066,0.2558
OPM-2,PF2341066,0.2972
OV-90,PF2341066,0.5705
OVCAR-4,PF2341066,0.1563
OVCAR-8,PF2341066,1.0091
OVMANA,PF2341066,0.8049
OVSAHO,PF2341066,0
OVTOKO,PF2341066,0.3415
P12-ICHIKAWA,PF2341066,1.0946
P31/FUJ,PF2341066,1.3834
P3HR-1,PF2341066,0.05595
Panc 02.03,PF2341066,0.8964
Panc 03.27,PF2341066,0.8512
Panc 04.03,PF2341066,0.5411
Panc 10.05,PF2341066,0.975
PA-TU-8902,PF2341066,0.4002
PC-14,PF2341066,0.5781
PC-3,PF2341066,0.1819
Pfeiffer,PF2341066,1.1214
PK-1,PF2341066,0.4587
PK-45H,PF2341066,0.5456
PK-59,PF2341066,0.494
PL45,PF2341066,0.4855
PLC/PRF/5,PF2341066,0.9598
PSN1,PF2341066,0.04047
QGP-1,PF2341066,0.3333
Raji,PF2341066,0.02249
RD,PF2341066,0.7359
Reh,PF2341066,0.8942
RERF-GC-1B,PF2341066,0.3046
RERF-LC-AI,PF2341066,0.498
RERF-LC-MS,PF2341066,0.005164
RKN,PF2341066,0.2581
RKO,PF2341066,0.9374
RL95-2,PF2341066,0.8308
RPMI-7951,PF2341066,0.9346
RPMI-8402,PF2341066,1.1405
RT-112,PF2341066,1.2498
RT4,PF2341066,0.8884
RVH-421,PF2341066,0.3367
Saos-2,PF2341066,0.8489
SBC-5,PF2341066,0.8519
SCaBER,PF2341066,0.3951
SCC-25,PF2341066,0.3788
SCC-9,PF2341066,0.4683
SF126,PF2341066,0.4382
SF-295,PF2341066,0.8342
SF8657,PF2341066,0.1954
SH-10-TC,PF2341066,0.2376
SHP-77,PF2341066,0.604
SIG-M5,PF2341066,1.9859
SIMA,PF2341066,1.0319
SJRH30,PF2341066,1.0813
SJSA-1,PF2341066,0.6386
SK-BR-3,PF2341066,0
SK-CO-1,PF2341066,0.8491
SK-ES-1,PF2341066,1.0904
SK-HEP-1,PF2341066,0.3791
SK-LMS-1,PF2341066,1.9054
SK-LU-1,PF2341066,0.7572
SK-MEL-2,PF2341066,0.4815
SK-MEL-24,PF2341066,0.3011
SK-MEL-30,PF2341066,0.1049
SK-MEL-31,PF2341066,0.8366
SK-MEL-5,PF2341066,0.273
SK-MES-1,PF2341066,1.3051
SK-MM-2,PF2341066,0.6414
SK-N-AS,PF2341066,1.1172
SK-N-BE(2),PF2341066,0.9918
SK-N-DZ,PF2341066,1.2322
SK-N-FI,PF2341066,0.4837
SK-N-SH,PF2341066,1.827
SK-OV-3,PF2341066,0.02451
SNG-M,PF2341066,0.2154
SNU-1,PF2341066,0.826
SNU-16,PF2341066,1.1576
SNU-182,PF2341066,0.2485
SNU-387,PF2341066,0.8758
SNU-398,PF2341066,0.9383
SNU-423,PF2341066,0.4193
SNU-449,PF2341066,0.2711
SNU-475,PF2341066,0.7115
SNU-C2A,PF2341066,0.5398
SNU-C2B,PF2341066,0.7424
Sq-1,PF2341066,0.06157
SU.86.86,PF2341066,0.2915
SU-DHL-10,PF2341066,0.8983
SU-DHL-4,PF2341066,2.013
SU-DHL-6,PF2341066,1.2027
SU-DHL-8,PF2341066,1.3599
SUIT-2,PF2341066,0.2423
SUP-M2,PF2341066,1.7536
SUP-T1,PF2341066,0.2455
SW 1088,PF2341066,0.2437
SW 1271,PF2341066,0.7189
SW 1353,PF2341066,0.6467
SW1417,PF2341066,0.5491
SW 1573,PF2341066,0.6794
SW 1990,PF2341066,1.0859
SW403,PF2341066,0.9122
SW48,PF2341066,0.8926
SW480,PF2341066,0.3502
SW579,PF2341066,0.4107
SW620,PF2341066,1.122
SW 780,PF2341066,0.3069
SW 900,PF2341066,0.5228
T24,PF2341066,0.9083
T3M-10,PF2341066,0.2702
T-47D,PF2341066,0.3487
T84,PF2341066,0.8613
T98G,PF2341066,0.238
TC-71,PF2341066,0.6631
TCCSUP,PF2341066,0.1913
TE-1,PF2341066,0.4085
TE-11,PF2341066,0.9517
TE-15,PF2341066,0.429
TE-5,PF2341066,0.2186
TE 617.T,PF2341066,1.7104
TE-9,PF2341066,0.3303
TEN,PF2341066,0.6441
Toledo,PF2341066,0.03364
TOV-112D,PF2341066,0.6993
TOV-21G,PF2341066,0.415
TT2609-C02,PF2341066,0.6655
TYK-nu,PF2341066,0.7577
U-118 MG,PF2341066,0.4299
U-2 OS,PF2341066,1.0034
U-87 MG,PF2341066,0.8907
U-937,PF2341066,0.5069
UACC-257,PF2341066,0.1327
UACC-62,PF2341066,0.7375
UACC-812,PF2341066,0.05788
UM-UC-3,PF2341066,0.1958
VMRC-LCD,PF2341066,1.5236
VMRC-RCW,PF2341066,1.7715
VMRC-RCZ,PF2341066,0.6149
WM-115,PF2341066,0
WM1799,PF2341066,0.3513
WM-266-4,PF2341066,0.6252
WM-793,PF2341066,0.6696
WM-88,PF2341066,0.5136
WM-983B,PF2341066,1.5978
YKG1,PF2341066,0.5306
ZR-75-1,PF2341066,0.5818
ZR-75-30,PF2341066,0.04209
1321N1,L-685458,0.2107
22Rv1,L-685458,0.08479
42-MG-BA,L-685458,1.1448
5637,L-685458,0.1657
639-V,L-685458,0.3791
697,L-685458,3.6396
769-P,L-685458,0.06305
786-O,L-685458,0
8305C,L-685458,0.5398
8505C,L-685458,0.408
8-MG-BA,L-685458,0.118
A172,L-685458,0.03331
A-204,L-685458,0.293
A2058,L-685458,0.06193
A-253,L-685458,0.1745
A2780,L-685458,0.7732
A-375,L-685458,0.02134
A549,L-685458,0
A-673,L-685458,0.2549
ACHN,L-685458,0
ALL-SIL,L-685458,2.1997
AMO-1,L-685458,1.279
AN3 CA,L-685458,0.09343
AsPC-1,L-685458,0.1851
AU565,L-685458,0.8391
AZ-521,L-685458,1.2846
B-CPAP,L-685458,0.4889
BDCM,L-685458,0
BFTC-909,L-685458,0.1492
BGC-823,L-685458,0.207
BL-41,L-685458,0
BL-70,L-685458,0.02918
BT-20,L-685458,0.2981
BT-474,L-685458,0.7397
BT-549,L-685458,0.1532
BxPC-3,L-685458,0.3731
C2BBe1,L-685458,0.00776
C32,L-685458,0.04038
C3A,L-685458,0.555
Caki-2,L-685458,0.1271
CAL 27,L-685458,0
CAL-78,L-685458,0.7571
CAL-85-1,L-685458,0.09294
Calu-1,L-685458,0.01624
Calu-3,L-685458,0.4371
CAMA-1,L-685458,0.5617
Capan-2,L-685458,0
CAS-1,L-685458,0.01432
CCK-81,L-685458,0
CHL-1,L-685458,0
CHP-212,L-685458,0.7484
CI-1,L-685458,0.02719
CMK-86,L-685458,1.6798
COLO 201,L-685458,0
COLO 205,L-685458,0.8434
COLO-320,L-685458,0.1274
COLO-677,L-685458,0.8099
COLO-678,L-685458,0.4075
COLO-679,L-685458,0.3375
COLO-699,L-685458,0.6825
COLO 741,L-685458,0.8445
COR-L105,L-685458,0.1163
COR-L23,L-685458,0
COV318,L-685458,0.107
COV504,L-685458,0.2596
Daoy,L-685458,0
DBTRG-05MG,L-685458,0
DEL,L-685458,2.1438
Detroit 562,L-685458,0.1327
DK-MG,L-685458,0
DMS 114,L-685458,0.6133
DOHH-2,L-685458,2.7093
DOV13,L-685458,0.11
DU 145,L-685458,0.08201
DV-90,L-685458,0.6583
EB1,L-685458,0.06135
EB2,L-685458,0
EBC-1,L-685458,0.1243
EFE-184,L-685458,0
EFM-19,L-685458,0.2789
EFO-21,L-685458,0.09827
EFO-27,L-685458,0
EM-2,L-685458,2.0652
EN,L-685458,0.02041
ES-2,L-685458,0.04943
F-36P,L-685458,1.9436
FaDu,L-685458,0.3693
FU97,L-685458,0.401
FU-OV-1,L-685458,0.1524
G-361,L-685458,0.4818
G-401,L-685458,0.9484
G-402,L-685458,0.008315
GAMG,L-685458,0
GB-1,L-685458,0.1654
GCIY,L-685458,0
GCT,L-685458,0.5029
GI-1,L-685458,0.2226
GLC-82,L-685458,0.2351
GMS-10,L-685458,0
GRANTA-519,L-685458,0.9562
H4,L-685458,0.06108
HARA,L-685458,0
HCC1187,L-685458,2.2908
HCC1395,L-685458,0.4006
HCC-15,L-685458,0
HCC1569,L-685458,0
HCC1806,L-685458,0.2743
HCC1954,L-685458,0.09828
HCC2935,L-685458,0.05828
HCC4006,L-685458,0.6167
HCC-44,L-685458,0.4521
HCC70,L-685458,0
HCC-78,L-685458,0
HCC827,L-685458,0.7494
HCT 116,L-685458,0.05555
HCT-15,L-685458,0.01443
HDQ-P1,L-685458,2.4531
HEC-151,L-685458,0.7341
HEC-1-A,L-685458,0.02586
HEC-1-B,L-685458,1.054
HEC-251,L-685458,0.7817
HEC-265,L-685458,0.06052
HEC-59,L-685458,1.0539
HEC-6,L-685458,0.7208
HEL 92.1.7,L-685458,0.0872
Hep 3B2.1-7,L-685458,0.1852
Hep G2,L-685458,0.07509
Hey-A8,L-685458,0.06468
HGC-27,L-685458,0.7627
HH,L-685458,1.0586
HLE,L-685458,0.02207
HLF,L-685458,0
HMC-1-8,L-685458,0
HMCB,L-685458,0.1614
HOS,L-685458,0.2133
HPAC,L-685458,0.1013
HPAF-II,L-685458,1.3888
Hs 229.T,L-685458,0.006384
Hs 294T,L-685458,0.0003624
Hs 578T,L-685458,0
Hs 683,L-685458,0.04761
Hs 695T,L-685458,0.02135
Hs 729,L-685458,0.1671
Hs 739.T,L-685458,0.4653
Hs 746T,L-685458,0.7244
Hs 766T,L-685458,0.1058
Hs 840.T,L-685458,0.01563
Hs 852.T,L-685458,0.1685
Hs 895.T,L-685458,0.374
Hs 936.T,L-685458,0.02243
Hs 939.T,L-685458,0.445
Hs 944.T,L-685458,0.1918
HSC-2,L-685458,0.1213
HT,L-685458,2.0354
HT-1080,L-685458,0.1955
HT-1197,L-685458,0.04266
HT-1376,L-685458,0.04978
HT-144,L-685458,0.3225
HT-29,L-685458,0.1403
HuCCT1,L-685458,0.324
huH-1,L-685458,0
HUP-T3,L-685458,0
HUP-T4,L-685458,0.618
HuT 78,L-685458,0.7216
IA-LM,L-685458,0.08142
IGR-37,L-685458,0.2019
IGR-39,L-685458,0.09005
IGROV1,L-685458,0
IM95,L-685458,2.1175
IMR-32,L-685458,0.008973
IPC-298,L-685458,0.1943
Ishikawa (Heraklio) 02 ER-,L-685458,0.5113
IST-MES1,L-685458,0.08369
IST-MES2,L-685458,0.1958
J82,L-685458,0.003353
JHH-2,L-685458,0.04782
JHH-4,L-685458,0.003237
JHH-5,L-685458,0.3826
JHH-6,L-685458,0.08491
JHOS-2,L-685458,0.5928
JHOS-4,L-685458,0.4816
JHUEM-2,L-685458,0.5642
JM1,L-685458,0.5253
JMSU-1,L-685458,0.7145
JURKAT,L-685458,1.2202
JVM-3,L-685458,1.8714
K029AX,L-685458,0.003384
KALS-1,L-685458,0.2999
KARPAS-299,L-685458,0
KARPAS-422,L-685458,1.226
KARPAS-620,L-685458,1.9258
KASUMI-2,L-685458,1.192
KCI-MOH1,L-685458,0.4722
KCL-22,L-685458,1.3594
KE-39,L-685458,0.06147
KE-97,L-685458,0.876
KELLY,L-685458,0.03601
KG-1,L-685458,0
KHM-1B,L-685458,1.7798
KLE,L-685458,0.1714
KMBC-2,L-685458,0
KMM-1,L-685458,1.3131
KMRC-1,L-685458,0.7012
KMRC-2,L-685458,0
KMS-11,L-685458,0.9272
KMS-12-BM,L-685458,1.3154
KMS-26,L-685458,0.816
KMS-34,L-685458,2.1505
KNS-42,L-685458,0.2855
KNS-60,L-685458,0.4312
KNS-62,L-685458,0.3271
KNS-81,L-685458,0.8903
KO52,L-685458,1.3271
KP-1N,L-685458,0.1018
KP-1NL,L-685458,0
KP-2,L-685458,0
KP-3,L-685458,0
KP4,L-685458,0.7225
KP-N-SI9s,L-685458,1.117
KU812,L-685458,0
KURAMOCHI,L-685458,0.6266
KYM-1,L-685458,0.1716
KYSE-150,L-685458,0.2318
KYSE-30,L-685458,0.03003
KYSE-410,L-685458,0.1766
KYSE-450,L-685458,0.7975
KYSE-510,L-685458,0.2331
KYSE-520,L-685458,0
L3.3,L-685458,0.1434
L-363,L-685458,1.0836
L-428,L-685458,0.6492
LC-1/sq-SF,L-685458,0.06129
LCLC-103H,L-685458,0.09609
LN-18,L-685458,0.5255
LN-229,L-685458,0.343
LOU-NH91,L-685458,0.1343
LOX IMVI,L-685458,0.05401
LP-1,L-685458,1.3427
LS123,L-685458,0.09287
LS411N,L-685458,0.8172
LS513,L-685458,0.8321
LU99,L-685458,0.5105
LUDLU-1,L-685458,0.1339
M059J,L-685458,0.003466
Malme-3M,L-685458,0
MB 157,L-685458,0.8552
MC116,L-685458,0.1277
MCAS,L-685458,0.03493
MCF7,L-685458,0.02904
MDA-MB-157,L-685458,0.4268
MDA-MB-175-VII,L-685458,0.02118
MDA-MB-415,L-685458,0.04379
MDA-MB-435S,L-685458,0.3488
MDA-MB-436,L-685458,0.06644
MDA-MB-453,L-685458,0.1205
MDA-MB-468,L-685458,1.5567
MEC-1,L-685458,1.3348
MEG-01,L-685458,0.2157
MEL-HO,L-685458,0.1198
MES-SA,L-685458,0.6185
MeWo,L-685458,1.0702
MFE-280,L-685458,0.2754
MFE-296,L-685458,0.4872
MFE-319,L-685458,0.3238
MG-63,L-685458,0
MHH-ES-1,L-685458,2.1037
MIA PaCa-2,L-685458,0.02159
Mino,L-685458,0.007163
MJ,L-685458,0.1173
MKN-45,L-685458,1.7307
MKN7,L-685458,0
MKN74,L-685458,0.148
MOG-G-CCM,L-685458,0
MOLP-8,L-685458,1.8304
MOLT-16,L-685458,1.6808
MONO-MAC-1,L-685458,2.1439
MOR/CPR,L-685458,0.029
MPP 89,L-685458,0.3831
MSTO-211H,L-685458,0.08544
NCI-H1048,L-685458,0.3058
NCI-H1092,L-685458,0.004055
NCI-H1155,L-685458,0.6582
NCI-H1184,L-685458,0.7164
NCI-H1299,L-685458,0.4863
NCI-H1339,L-685458,0.312
NCI-H1341,L-685458,0.09673
NCI-H1355,L-685458,0.3069
NCI-H1373,L-685458,0.1539
NCI-H1563,L-685458,0.0838
NCI-H1568,L-685458,0.6435
NCI-H1573,L-685458,0.08039
NCI-H1581,L-685458,0.2333
NCI-H1648,L-685458,0.3297
NCI-H1650,L-685458,0.6198
NCI-H1651,L-685458,0.1886
NCI-H1666,L-685458,0.3766
NCI-H1693,L-685458,0
NCI-H1694,L-685458,0.6287
NCI-H1703,L-685458,0.689
NCI-H1792,L-685458,0
NCI-H1793,L-685458,0
NCI-H1869,L-685458,0
NCI-H1915,L-685458,0.0133
NCI-H1944,L-685458,0.24
NCI-H1975,L-685458,0.2325
NCI-H2009,L-685458,0.1486
NCI-H2023,L-685458,0.03723
NCI-H2030,L-685458,0.1499
NCI-H2052,L-685458,0.04193
NCI-H2085,L-685458,0.6169
NCI-H2087,L-685458,0.2508
NCI-H211,L-685458,0.6459
NCI-H2122,L-685458,0.3496
NCI-H2170,L-685458,0.1361
NCI-H2172,L-685458,0
NCI-H2228,L-685458,0.003449
NCI-H226,L-685458,0
NCI-H2286,L-685458,0.8573
NCI-H23,L-685458,0.6998
NCI-H2444,L-685458,0.1334
NCI-H2452,L-685458,0.4763
NCI-H28,L-685458,0.1084
NCI-H322,L-685458,0
NCI-H3255,L-685458,0.1035
NCI-H358,L-685458,0.6911
NCI-H441,L-685458,0.03189
NCI-H460,L-685458,0.6794
NCI-H520,L-685458,0.03915
NCI-H522,L-685458,0.08763
NCI-H647,L-685458,0.4379
NCI-H650,L-685458,0
NCI-H661,L-685458,0.1818
NCI-H727,L-685458,0.6485
NCI-H747,L-685458,0.1817
NCI-H810,L-685458,0.8398
NCI-N87,L-685458,0.6826
NCO2,L-685458,1.5834
NIH:OVCAR-3,L-685458,0.4514
NUGC-3,L-685458,0.7761
NUGC-4,L-685458,0.2719
OC 314,L-685458,0
OC 315,L-685458,0
OC 316,L-685458,0
OCI-AML2,L-685458,0.2119
OCI-AML5,L-685458,1.9956
OCI-LY10,L-685458,0.1434
OCUM-1,L-685458,0
OE21,L-685458,0.01683
OE33,L-685458,0.1213
ONCO-DG-1,L-685458,0.7935
ONS-76,L-685458,0.117
OPM-2,L-685458,0.6987
OV-90,L-685458,0
OVCAR-4,L-685458,0.0583
OVCAR-8,L-685458,0.2157
OVMANA,L-685458,0.2392
OVSAHO,L-685458,0.1184
OVTOKO,L-685458,0.301
P12-ICHIKAWA,L-685458,1.3994
P31/FUJ,L-685458,1.0578
P3HR-1,L-685458,0.1234
Panc 02.03,L-685458,0.06966
Panc 03.27,L-685458,0.5476
Panc 04.03,L-685458,0.1511
Panc 10.05,L-685458,0
PA-TU-8902,L-685458,0.405
PC-14,L-685458,1.3271
PC-3,L-685458,0.02175
Pfeiffer,L-685458,0
PK-1,L-685458,0
PK-45H,L-685458,0
PK-59,L-685458,0.2201
PL45,L-685458,0
PLC/PRF/5,L-685458,0
PSN1,L-685458,0.543
QGP-1,L-685458,0.243
Raji,L-685458,0.3786
RD,L-685458,0.3171
Reh,L-685458,1.0459
RERF-GC-1B,L-685458,0.03254
RERF-LC-AI,L-685458,0.3502
RERF-LC-MS,L-685458,0.01935
RKN,L-685458,0
RKO,L-685458,0.2558
RL95-2,L-685458,0.3091
RPMI-7951,L-685458,0.217
RPMI-8402,L-685458,0.9611
RT-112,L-685458,0.02406
RT4,L-685458,0.4634
RVH-421,L-685458,0.1654
Saos-2,L-685458,0.4832
SBC-5,L-685458,0.024
SCaBER,L-685458,0.07285
SCC-25,L-685458,0.1254
SCC-9,L-685458,0.2541
SF126,L-685458,0.05543
SF-295,L-685458,0.05788
SF8657,L-685458,0
SH-10-TC,L-685458,0.02568
SHP-77,L-685458,0.1699
SIG-M5,L-685458,2.5181
SIMA,L-685458,1.2502
SJRH30,L-685458,0.5019
SJSA-1,L-685458,0.2222
SK-BR-3,L-685458,0.04103
SK-CO-1,L-685458,1.0297
SK-ES-1,L-685458,0.9015
SK-HEP-1,L-685458,0
SK-LU-1,L-685458,0.1226
SK-MEL-2,L-685458,0.4891
SK-MEL-24,L-685458,0
SK-MEL-30,L-685458,0
SK-MEL-31,L-685458,0.3232
SK-MEL-5,L-685458,0.07814
SK-MM-2,L-685458,0.1733
SK-N-AS,L-685458,0.4597
SK-N-BE(2),L-685458,0.7336
SK-N-DZ,L-685458,0.7382
SK-N-FI,L-685458,1.0696
SK-N-SH,L-685458,0.2392
SK-OV-3,L-685458,0
SNG-M,L-685458,0.8261
SNU-1,L-685458,0.3243
SNU-16,L-685458,0.8722
SNU-182,L-685458,0.1374
SNU-387,L-685458,0.4401
SNU-398,L-685458,1.342
SNU-423,L-685458,0.5282
SNU-449,L-685458,0
SNU-475,L-685458,0.4492
SNU-C2A,L-685458,0
SNU-C2B,L-685458,0.5459
Sq-1,L-685458,0.4788
SU.86.86,L-685458,0.01013
SU-DHL-10,L-685458,1.2785
SU-DHL-4,L-685458,1.3882
SU-DHL-6,L-685458,3.2609
SU-DHL-8,L-685458,1.2041
SUIT-2,L-685458,0.05559
SUP-M2,L-685458,0.3893
SUP-T1,L-685458,0.01857
SW 1088,L-685458,0.3489
SW 1271,L-685458,0.07391
SW 1353,L-685458,0.02045
SW1417,L-685458,0.349
SW 1573,L-685458,0.2926
SW 1990,L-685458,0.02302
SW403,L-685458,0.2892
SW48,L-685458,0.9012
SW480,L-685458,0.0563
SW579,L-685458,0
SW620,L-685458,0
SW 780,L-685458,0.001849
SW 900,L-685458,0.03436
T24,L-685458,0.424
T3M-10,L-685458,0
T-47D,L-685458,0.4164
T84,L-685458,0.5854
T98G,L-685458,0.02585
TC-71,L-685458,0
TCCSUP,L-685458,0
TE-1,L-685458,0.08494
TE-15,L-685458,1.6058
TE-5,L-685458,0
TE 617.T,L-685458,0.2427
TE-9,L-685458,0.7058
TEN,L-685458,0.5282
Toledo,L-685458,0
TOV-112D,L-685458,0.2808
TOV-21G,L-685458,0.2344
TT2609-C02,L-685458,0.7502
TYK-nu,L-685458,0.1057
U-118 MG,L-685458,0.03038
U-2 OS,L-685458,1.163
U-87 MG,L-685458,0.002326
U-937,L-685458,1.3464
UACC-257,L-685458,0.1982
UACC-812,L-685458,0.06187
UM-UC-3,L-685458,0
VMRC-LCD,L-685458,0.3498
VMRC-RCW,L-685458,0.1883
VMRC-RCZ,L-685458,0.7546
